Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
ADH5,"ADH-3; FALDH","alcohol dehydrogenase 5 (class III), chi polypeptide","Catalyzes the oxidation of long-chain primary alcohols and the oxidation of S-(hydroxymethyl) glutathione. Also oxidizes long chain omega-hydroxy fatty acids, such as 20-HETE, producing both the intermediate aldehyde, 20-oxoarachidonate and the end product, a dicarboxylic acid, (5Z,8Z,11Z,14Z)-eicosatetraenedioate.",others,"Homo sapiens","Denitrosylate and live longer: how ADH5/GSNOR links mitophagy to aging",10.1080/15548627.2018.1475818,unknown,Unknown,128
ADIPOQ,ACRP30,"Adiponectin receptor protein 1","Receptor for ADIPOQ, an essential hormone secreted by adipocytes that regulates glucose and lipid metabolism. Required for normal glucose and fat homeostasis and for maintaining a normal body weight. ADIPOQ-binding activates a signaling cascade that leads to increased AMPK activity, and ultimately to increased fatty acid oxidation, increased glucose uptake and decreased gluconeogenesis.","deregulated nutrient sensing","Homo sapiens","Cloning of adiponectin receptors that mediate antidiabetic metabolic effects",10.1038/nature01705,hsa04211,"Longevity regulating pathway",9370
ADIPOR1,TESBP1A,"Adiponectin receptor protein 1","Receptor for ADIPOQ, an essential hormone secreted by adipocytes that regulates glucose and lipid metabolism. Required for normal glucose and fat homeostasis and for maintaining a normal body weight. ADIPOQ-binding activates a signaling cascade that leads to increased AMPK activity, and ultimately to increased fatty acid oxidation, increased glucose uptake and decreased gluconeogenesis.","deregulated nutrient sensing","Homo sapiens","Cloning of adiponectin receptors that mediate antidiabetic metabolic effects",10.1038/nature01705,hsa04211,"Longevity regulating pathway",51094
ADIPOR2,"Progestin And AdipoQ Receptor Family Member 2","Adiponectin receptor protein 2","Receptor for ADIPOQ, an essential hormone secreted by adipocytes that regulates glucose and lipid metabolism. Required for normal body fat and glucose homeostasis. ADIPOQ-binding activates a signaling cascade that leads to increased PPARA activity, and ultimately to increased fatty acid oxidation and glucose uptake. Has intermediate affinity for globular and full-length adiponectin. Required for normal revascularization after chronic ischemia caused by severing of blood vessels.","deregulated nutrient sensing","Homo sapiens","Cloning of adiponectin receptors that mediate antidiabetic metabolic effects",10.1038/nature01705,hsa04211,"Longevity regulating pathway",79602
AGPAT2,"LPAAT-beta; BSCL","1-acylglycerol-3-phosphate O-acyltransferase 2","This gene encodes a member of the 1-acylglycerol-3-phosphate O-acyltransferase family. The protein is located within the endoplasmic reticulum membrane and converts lysophosphatidic acid to phosphatidic acid, the second step in de novo phospholipid biosynthesis. Mutations in this gene have been associated with congenital generalized lipodystrophy (CGL), or Berardinelli-Seip syndrome, a disease characterized by a near absence of adipose tissue and severe insulin resistance. Alternate transcriptional splice variants, encoding different isoforms, have been characterized.","deregulated nutrient sensing","Homo sapiens","Human lipodystrophies: genetic and acquired diseases of adipose tissue",10.1159/000316893,unknown,Unknown,10555
AGTR1,"Type-1 Angiotensin II Receptor","angiotensin II receptor, type 1","Receptor for angiotensin II. Mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system.","altered intercellular communication","Homo sapiens","Cloning, expression, and characterization of a gene encoding the human angiotensin II type 1A receptor",10.1016/s0006-291x(05)80804-6,unknown,Unknown,185
AIFM1,"AIF; CMTX4; PDCD8","apoptosis-inducing factor, mitochondrion-associated, 1","AIFM1 is an important player in apoptosis. Like cytochrome c, AIF is localized to mitochondria and released in response to death stimuli.","mitochondrial dysfunction","Homo sapiens","Mediation of poly(ADP-ribose) polymerase-1-dependent cell death by apoptosis-inducing factor",10.1126/science.1072221,hsa04210,Apoptosis,9131
AKT1,"PKB; RAC","v-akt murine thymoma viral oncogene homolog 1","AKT1 is one of 3 closely related serine/threonine-protein kinases (AKT1, AKT2 and AKT3) called the AKT kinase, and which regulate many processes including metabolism, proliferation, cell survival, growth and angiogenesis.","cellular senescence","Homo sapiens","Akt negatively regulates the in vitro lifespan of human endothelial cells via a p53/p21-dependent pathway",10.1038/sj.emboj.7600045,hsa04211,"Longevity regulating pathway",207
AKT1S1,"Proline-Rich AKT1 Substrate 1","AKT1 substrate 1","Subunit of mTORC1, which regulates cell growth and survival in response to nutrient and hormonal signals. Activated mTORC1 up-regulates protein synthesis by phosphorylating key regulators of mRNA translation and ribosome synthesis. mTORC1 phosphorylates EIF4EBP1 and releases it from inhibiting the elongation initiation factor 4E (eiF4E). mTORC1 phosphorylates and activates S6K1 at 'Thr-389', which then promotes protein synthesis by phosphorylating PDCD4 and targeting it for degradation. May also play a role in nerve growth factor-mediated neuroprotection.","deregulated nutrient sensing","Homo sapiens","Expression of proline-rich Akt-substrate PRAS40 in cell survival pathway and carcinogenesis",10.1111/j.1745-7254.2005.00184.x,hsa04211,"Longevity regulating pathway",84335
AKT2,"V-Akt Murine Thymoma Viral Oncogene Homolog 2","RAC-beta serine/threonine-protein kinase","AKT2 is one of 3 closely related serine/threonine-protein kinases (AKT1, AKT2 and AKT3) called the AKT kinase, and which regulate many processes including metabolism, proliferation, cell survival, growth and angiogenesis. AKT mediates insulin-stimulated protein synthesis by phosphorylating TSC2 at 'Ser-939' and 'Thr-1462', thereby activating mTORC1 signaling and leading to both phosphorylation of 4E-BP1 and in activation of RPS6KB1. AKT is involved in the phosphorylation of members of the FOXO factors (Forkhead family of transcription factors), leading to binding of 14-3-3 proteins and cytoplasmic localization. AKT phosphorylates 'Ser-454' on ATP citrate lyase (ACLY), thereby potentially regulating ACLY activity and fatty acid synthesis. AKT plays a role as key modulator of the AKT-mTOR signaling pathway controlling the tempo of the process of newborn neurons integration during adult neurogenesis, including correct neuron positioning, dendritic development and synapse formation.","deregulated nutrient sensing","Homo sapiens","Molecular cloning of a second form of rac protein kinase",10.1091/mbc.2.12.1001,hsa04211,"Longevity regulating pathway",208
AKT3,RAC-PK-Gamma,"RAC-gamma serine/threonine-protein kinase","AKT3 is one of 3 closely related serine/threonine-protein kinases (AKT1, AKT2 and AKT3) called the AKT kinase, and which regulate many processes including metabolism, proliferation, cell survival, growth and angiogenesis. This is mediated through serine and/or threonine phosphorylation of a range of downstream substrates. AKT3 is the least studied AKT isoform. It plays an important role in brain development and is crucial for the viability of malignant glioma cells. AKT3 isoform may also be the key molecule in up-regulation and down-regulation of MMP13 via IL13. Required for the coordination of mitochondrial biogenesis with growth factor-induced increases in cellular energy demands. Down-regulation by RNA interference reduces the expression of the phosphorylated form of BAD, resulting in the induction of caspase-dependent apoptosis.","mitochondrial dysfunction","Homo sapiens","VEGF stimulation of mitochondrial biogenesis: requirement of AKT3 kinase",10.1096/fj.08-106468,hsa04211,"Longevity regulating pathway",10000
ALDH2,"ALDM; ALDHI","aldehyde dehydrogenase 2 family member","Reaction=an aldehyde + H2O + NAD(+) = a carboxylate + 2 H(+) + NADH.",others,"Homo sapiens","Targeting Aldehyde Dehydrogenase 2: New Therapeutic Opportunities",10.1152/physrev.00017.2013,unknown,Unknown,217
ALDH9A1,"ALDH4; ALDH7","aldehyde dehydrogenase 9 family member A1","Converts gamma-trimethylaminobutyraldehyde into gamma-butyrobetaine with high efficiency (in vitro). Can catalyze the irreversible oxidation of a broad range of aldehydes to the corresponding acids in an NAD-dependent reaction, but with low efficiency.",others,"Homo sapiens","Impact of maternal aging on the molecular signature of human cumulus cells",10.1016/j.fertnstert.2012.08.012,unknown,Unknown,223
APEX1,"REF1; HAP1; APX","APEX nuclease (multifunctional DNA repair enzyme) 1","APEX1 repairs oxidative DNA damage.","genomic instability","Homo sapiens","Alternative excision repair pathways",10.1101/cshperspect.a012617,unknown,Unknown,328
APOC3,"Apolipoprotein C3; Apolipoprotein C-III","apolipoprotein C-III","Polymorphisms in the human APOC3 gene and promoter have been associated with lipoprotein profile, cardiovascular health, insulin (INS) sensitivity, and longevity.","deregulated nutrient sensing","Homo sapiens","Lipoprotein Genotype and Conserved Pathway for Exceptional Longevity in Humans",10.1371/journal.pbio.0040113,unknown,Unknown,345
APOE,AD2,"apolipoprotein E","APOE activates a non-canonical MAP kinase cascade that enhances APP transcription and amyloid-β synthesis. Several polymorphisms in the APOE gene have been associated with Alzheimer’s disease.",others,"Homo sapiens","ApoE2, ApoE3, and ApoE4 Differentially Stimulate APP Transcription and Aβ Secretion",10.1016/j.cell.2016.12.044,hsa05010,"Alzheimer disease",348
APP,AD1,"amyloid beta (A4) precursor protein","APP is an important player in Alzheimer's disease.",others,"Homo sapiens","A Mutation in the Amyloid Precursor Protein Associated With Hereditary Alzheimer's Disease",10.1126/science.1925564,hsa05010,"Alzheimer disease",351
APPL1,DIP13A,"DCC-interacting protein 13-alpha","Multifunctional adapter protein that binds to various membrane receptors, nuclear factors and signaling proteins to regulate many processes, such as cell proliferation, immune response, endosomal trafficking and cell metabolism. Regulates signaling pathway leading to cell proliferation through interaction with RAB5A and subunits of the NuRD/MeCP1 complex. Functions as a positive regulator of innate immune response via activation of AKT1 signaling pathway by forming a complex with APPL1 and PIK3R1. Involved in trafficking of the TGFBR1 from the endosomes to the nucleus via microtubules in a TRAF6-dependent manner. Plays a role in cell metabolism by regulating adiponecting and insulin signaling pathways. Required for fibroblast migration through HGF cell signaling.","altered intercellular communication","Homo sapiens","Identification of a chromosome 3p14.3-21.1 gene, APPL, encoding an adaptor molecule that interacts with the oncoprotein-serine/threonine kinase AKT2",10.1038/sj.onc.1203080,hsa04211,"Longevity regulating pathway",26060
APTX,"FLJ20157; AOA; EAOH",aprataxin,"The APTX protein is involved in DNA repair, and it interacts with DNA repair pathways as well as with ageing-related genes.","genomic instability","Homo sapiens","Aprataxin, the Causative Protein for EAOH Is a Nuclear Protein With a Potential Role as a DNA Repair Protein",10.1002/ana.10808,unknown,Unknown,54840
AR,"AIS; NR3C4; SMAX1","androgen receptor","Androgen-AR plays key roles in the development of insulin and leptin resistance, which suggests that AR may contribute to certain age-related diseases such as type 2 diabetes and cardiovascular disease.","deregulated nutrient sensing","Homo sapiens","Tissue control of androgen action: The ups and downs of androgen receptor expression",10.1016/j.mce.2017.08.002,hsa04010,"MAPK signaling pathway",367
AREG,"AREGB; CRDGF",amphiregulin,"Ligand of the EGF receptor/EGFR. Autocrine growth factor as well as a mitogen for a broad range of target cells including astrocytes, Schwann cells and fibroblasts.","senescence-associated secretory phenotype","Homo sapiens","The gene expression program of prostate fibroblast senescence modulates neoplastic epithelial cell proliferation through paracrine mechanisms",10.1158/0008-5472.CAN-05-1716,hsa04010,"MAPK signaling pathway",374
ARHGAP1,"Rho-Related Small GTPase Protein Activator","Rho GTPase activating protein 1","GTPase activator for the Rho, Rac and Cdc42 proteins, converting them to the putatively inactive GDP-bound state. Cdc42?seems to be the preferred substrate.",others,"Homo sapiens","Characterization of rhoGAP. A GTPase-activating protein for rho-related small GTPases","PMID: 8288572",unknown,Unknown,392
ARNTL,"Brain And Muscle ARNT-Like 1","aryl hydrocarbon receptor nuclear translocator-like","Transcriptional activator which forms a core component of the circadian clock. The circadian clock, an internal time-keeping system, regulates various physiological processes through the generation of approximately 24 hour circadian rhythms in gene expression, which are translated into rhythms in metabolism and behavior.",others,"Homo sapiens","Intermolecular Recognition Revealed by the Complex Structure of Human CLOCK-BMAL1 Basic Helix-Loop-Helix Domains With E-box DNA",10.1038/cr.2012.170,unknown,Unknown,406
ATF2,"TREB7; CRE-BP1; HB16","activating transcription factor 2","TF2 is an important transcription factor involved in a variety of functions that may also be involved in oxidative stress response  and cellular growth arrest and senescence.","cellular senescence","Homo sapiens","Signal transduction in H2O2-induced senescence-like phenotype in human diploid fibroblasts",10.1016/s0891-5849(02)01044-4,hsa04211,"Longevity regulating pathway",1386
ATF4,"Tax-Responsive Enhancer Element-Binding Protein 67","Cyclic AMP-dependent transcription factor ATF-4","Transcription factor that binds the cAMP response element (CRE) (consensus: 5'-GTGACGT[AC][AG]-3') and acts both as a regulator of normal metabolic and redox processes, and as a master transcription factor during the integrated stress response (ISR). Binds to asymmetric CRE's as a heterodimer and to palindromic CRE's as a homodimer. Core effector of the ISR, which is required for adaptation to various stress, such as endoplasmic reticulum (ER) stress, amino acid starvation, mitochondrial stress or oxidative stress. Protects cells against metabolic consequences of ER oxidation by promoting expression of genes linked to amino acid sufficiency and resistance to oxidative stress. Regulates the induction of DDIT3/CHOP and asparagine synthetase (ASNS) in response to amino acid deprivation or endoplasmic reticulum (ER) stress. Together with DDIT3/CHOP, mediates ER-mediated cell death by promoting expression of genes involved in cellular amino acid metabolic processes, mRNA translation and the unfolded protein response (UPR) in response to ER stress.",others,"Homo sapiens","Isolation of cDNAs for DNA-binding proteins which specifically bind to a tax-responsive enhancer element in the long terminal repeat of human T-cell leukemia virus type I","PMCID: PMC239921",hsa04211,"Longevity regulating pathway",468
ATF6B,"Cyclic AMP-Dependent Transcription Factor ATF-6 Beta","Cyclic AMP-dependent transcription factor ATF-6 beta","Transcriptional factor that acts in the unfolded protein response (UPR) pathway by activating UPR target genes induced during ER stress. Binds DNA on the 5'-CCAC[GA]-3' half of the ER stress response element (ERSE) (5'-CCAATN9CCAC[GA]-3') when NF-Y is bound to ERSE.","loss of proteostasis","Homo sapiens","A novel Creb family gene telomeric of HLA-DRA in the HLA complex",10.1006/geno.1995.9891,hsa04211,"Longevity regulating pathway",1388
ATG101,"Chromosome 12 Open Reading Frame 44","Autophagy-related protein 101","Autophagy factor required for autophagosome formation. Stabilizes ATG13, protecting it from proteasomal degradation.",others,"Homo sapiens","A novel, human Atg13 binding protein, Atg101, interacts with ULK1 and is essential for macroautophagy",10.4161/auto.5.5.8249,hsa04211,"Longevity regulating pathway",60673
ATG13,KIAA0652,"Autophagy-related protein 13","Autophagy factor required for autophagosome formation and mitophagy. Target of the TOR kinase signaling pathway that regulates autophagy through the control of the phosphorylation status of ATG13 and ULK1, and the regulation of the ATG13-ULK1-RB1CC1 complex. Through its regulation of ULK1 activity, plays a role in the regulation of the kinase activity of mTORC1 and cell proliferation.",others,"Homo sapiens","A novel, human Atg13 binding protein, Atg101, interacts with ULK1 and is essential for macroautophagy",10.4161/auto.5.5.8249,hsa04211,"Longevity regulating pathway",9776
ATG5,"Apoptosis-Specific Protein","Autophagy protein 5","Involved in autophagic vesicle formation. Conjugation with ATG12, through a ubiquitin-like conjugating system involving ATG7 as an E1-like activating enzyme and ATG10 as an E2-like conjugating enzyme, is essential for its function. The ATG12-ATG5 conjugate acts as an E3-like enzyme which is required for lipidation of ATG8 family proteins and their association to the vesicle membranes. Involved in mitochondrial quality control after oxidative damage, and in subsequent cellular longevity. Plays a critical role in multiple aspects of lymphocyte development and is essential for both B and T lymphocyte survival and proliferation. Required for optimal processing and presentation of antigens for MHC II. Involved in the maintenance of axon morphology and membrane structures, as well as in normal adipocyte differentiation. Promotes primary ciliogenesis through removal of OFD1 from centriolar satellites and degradation of IFT20 via the autophagic pathway.",others,"Homo sapiens","Autophagy protein ATG5 interacts transiently with the hepatitis C virus RNA polymerase (NS5B) early during infection",10.1016/j.virol.2010.05.032,hsa04211,"Longevity regulating pathway",9474
ATM,"AT1; ATE","ATM serine/threonine kinase","Serine/threonine protein kinase which activates checkpoint signaling upon double strand breaks (DSBs), apoptosis and genotoxic stresses such as ionizing ultraviolet A light (UVA), thereby acting as a DNA damage sensor.","genomic instability","Homo sapiens","ATM Kinase Is Required for Telomere Elongation in Mouse and Human Cells",10.1016/j.celrep.2015.10.035,hsa04115,"p53 signaling pathway",472
ATP5O,"OSCP; ATPO","ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit","ATP5O is a mitochondrial protein.","mitochondrial dysfunction","Homo sapiens","Identification of Mitochondrial Dysfunction in Hutchinson-Gilford Progeria Syndrome Through Use of Stable Isotope Labeling With Amino Acids in Cell Culture",10.1016/j.jprot.2013.08.008,unknown,Unknown,539
ATR,"FRP1; SCKL; SCKL1","ATR serine/threonine kinase","ATR is involved in DNA repair by activating checkpoint signalling during genotoxic stresses including the phosphorylation of ageing-related proteins such as?BRCA1?and?TP53.","stem cell exhaustion","Homo sapiens","Deletion of the Developmentally Essential Gene ATR in Adult Mice Leads to Age-Related Phenotypes and Stem Cell Loss",10.1016/j.stem.2007.03.002,hsa04115,"p53 signaling pathway",545
AXL,"ARK; JTK11","AXL receptor tyrosine kinase","Receptor tyrosine kinase that transduces signals from the extracellular matrix into the cytoplasm by binding growth factor GAS6 and which is thus regulating many physiological processes including cell survival, cell proliferation, migration and differentiation. Ligand binding at the cell surface induces dimerization and autophosphorylation of AXL.","senescence-associated secretory phenotype","Homo sapiens","miR-34a Promotes Vascular Smooth Muscle Cell Calcification by Downregulating SIRT1 (Sirtuin 1) and Axl (AXL Receptor Tyrosine Kinase)",10.1161/ATVBAHA.118.311298,unknown,Unknown,558
BAK1,"BAK; BAK-LIKE; BCL2L7","BCL2-antagonist/killer 1","Plays a role in the mitochondrial apoptosic process. Upon arrival of cell death signals, promotes mitochondrial outer membrane (MOM) permeabilization by oligomerizing to form pores within the MOM. This releases apoptogenic factors into the cytosol, including cytochrome c, promoting the activation of caspase 9 which in turn processes and activates the effector caspases.","mitochondrial dysfunction","Homo sapiens","A conserved domain in Bak, distinct from BH1 and BH2, mediates cell death and protein binding functions",https://doi.org/10.1002/j.1460-2075.1995.tb00246.x,hsa04210,Apoptosis,578
BAX,BCL2L4,"BCL2-associated X protein","BAX is an important player in apoptosis.",others,"Homo sapiens","Mitochondrial inner membrane permeabilisation enables mtDNA release during apoptosis",10.15252/embj.201899238,hsa04211,"Longevity regulating pathway",581
BCL10,"CARMEN; CIPER; CLAP","BCL10 immune signaling adaptor","Involved in adaptive immune response (PubMed:25365219). Promotes apoptosis, pro-caspase-9 maturation and activation of NF-kappa-B via NIK and IKK. May be an adapter protein between upstream TNFR1-TRADD-RIP complex and the downstream NIK-IKK-IKAP complex.","NF-κB related gene","Homo sapiens","Antagonistic crosstalk between NF-κB and SIRT1 in the regulation of inflammation and metabolic disorders",10.1016/j.cellsig.2013.06.007,hsa04064,"NF-kappa B signaling pathway",8915
BCL2,Bcl-2,"B-cell CLL/lymphoma 2","Suppresses apoptosis in a variety of cell systems including factor-dependent lymphohematopoietic and neural cells. Regulates cell death by controlling the mitochondrial membrane permeability.",others,"Homo sapiens","Regulation of apoptosis resistance and ontogeny of age-dependent diseases",10.1016/s0531-5565(96)00156-8,hsa04115,"p53 signaling pathway",596
BCL2A1,"BFL1; GRS","BCL2 related protein A1","Retards apoptosis induced by IL-3 deprivation. May function in the response of hemopoietic cells to external signals and in maintaining endothelial survival during infection.","NF-κB related gene","Homo sapiens","Inhibition of mitochondrial cytochrome c release and suppression of caspases by gamma-tocotrienol prevent apoptosis and delay aging in stress-induced premature senescence of skin fibroblasts",10.1155/2012/785743,hsa04064,"NF-kappa B signaling pathway",597
BCL2L1,"Bcl-XL; Bcl-XS","BCL2 like 1","Potent inhibitor of cell death. Inhibits activation of caspases. Appears to regulate cell death by blocking the voltage-dependent anion channel (VDAC) by binding to it and preventing the release of the caspase activator, CYC1, from the mitochondrial membrane.","NF-κB related gene","Homo sapiens","Human exceptional longevity: transcriptome from centenarians is distinct from septuagenarians and reveals a role of Bcl-xL in successful aging",10.18632/aging.101078,hsa04064,"NF-kappa B signaling pathway",598
BDNF,"ANON2; BULN2","brain-derived neurotrophic factor","BDNF is a growth factor that promotes neuronal survival and is involved in numerous neuronal responses.","cellular senescence","Homo sapiens","The BDNF val66met polymorphism affects activity-dependent secretion of BDNF and human memory and hippocampal function",10.1016/s0092-8674(03)00035-7,hsa04010,"MAPK signaling pathway",627
